productid,country,company,cost,estimatedTime,tracked
32607072744,SE,Singapore Post,4.45 USD,25-44 days,true
32607072744,SE,AliExpress Standard Shipping,4.81 USD,22-31 days,true
32607072744,SE,PostNL,6.32 USD,25-34 days,true
32607072744,SE,DHL,17.77 USD,10 days,true
32607072744,SE,UPS Expedited,80.67 USD,21-23 days,true
32607072744,SK,China Post Registered Air Mail,3.05 USD,28-39 days,true
32607072744,SK,PostNL,4.28 USD,29-37 days,true
32607072744,SK,Singapore Post,4.41 USD,30-49 days,true
32607072744,SK,AliExpress Standard Shipping,4.92 USD,28-35 days,true
32607072744,SK,DHL,17.77 USD,10 days,true
32607072744,SK,UPS Expedited,80.67 USD,15-23 days,true
32607072744,TR,China Post Registered Air Mail,3.17 USD,28 days,true
32607072744,TR,Singapore Post,3.98 USD,23 days,true
32607072744,TR,PostNL,4.36 USD,29 days,true
32607072744,TR,AliExpress Standard Shipping,4.82 USD,25 days,true
32607072744,TR,DHL,42.59 USD,10 days,true
32607072744,TR,UPS Expedited,80.67 USD,18-23 days,true
32607072744,US,AliExpress Standard Shipping,4.79 USD,23 days,true
32607072744,US,DHL,20.14 USD,10 days,true
32607072744,US,UPS Expedited,64.15 USD,19-23 days,true
32607072744,US,Seller's Shipping Method,151.58 USD,28-46 days,false
32607072744,AG,China Post Registered Air Mail,4.00 USD,28-48 days,false
32607072744,AG,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,AG,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AO,AliExpress Standard Shipping,5.18 USD,42-60 days,false
32607072744,AO,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AW,China Post Registered Air Mail,4.13 USD,48-60 days,false
32607072744,AW,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,AW,UPS Expedited,138.96 USD,15-23 days,true
32607072744,DZ,AliExpress Standard Shipping,5.18 USD,45-60 days,false
32607072744,DZ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AI,China Post Registered Air Mail,4.13 USD,28-48 days,false
32607072744,AI,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,AI,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AQ,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,AS,China Post Registered Air Mail,3.60 USD,28-48 days,false
32607072744,AS,Singapore Post,4.11 USD,28-48 days,false
32607072744,AS,AliExpress Standard Shipping,4.71 USD,28-48 days,false
32607072744,AS,UPS Expedited,65.03 USD,15-23 days,true
32607072744,AF,Singapore Post,4.65 USD,28-48 days,false
32607072744,AF,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,AF,DHL,42.59 USD,10 days,true
32607072744,AF,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AL,Singapore Post,4.47 USD,37-56 days,true
32607072744,AL,AliExpress Standard Shipping,4.98 USD,34-51 days,true
32607072744,AL,China Post Registered Air Mail,5.01 USD,29-44 days,true
32607072744,AL,DHL,63.94 USD,10 days,true
32607072744,AL,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AD,China Post Registered Air Mail,4.00 USD,31-48 days,true
32607072744,AD,Singapore Post,4.47 USD,31-57 days,true
32607072744,AD,AliExpress Standard Shipping,4.98 USD,29-42 days,true
32607072744,AD,DHL,29.61 USD,10 days,true
32607072744,AD,UPS Expedited,80.67 USD,15-23 days,true
32607072744,AM,Singapore Post,4.47 USD,56-60 days,false
32607072744,AM,AliExpress Standard Shipping,4.98 USD,48-60 days,false
32607072744,AM,Seller's Shipping Method,11.04 USD,50-60 days,false
32607072744,AM,DHL,63.94 USD,10 days,true
32607072744,AM,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BM,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,BM,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BG,Singapore Post,4.20 USD,30-60 days,true
32607072744,BG,AliExpress Standard Shipping,4.69 USD,22-36 days,true
32607072744,BG,DHL,17.77 USD,10 days,true
32607072744,BG,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BQ,AliExpress Standard Shipping,4.98 USD,28-48 days,true
32607072744,BI,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,BI,UPS Expedited,138.96 USD,15-23 days,true
32607072744,TD,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,TD,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BW,AliExpress Standard Shipping,5.18 USD,54-60 days,false
32607072744,BW,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BS,China Post Registered Air Mail,4.13 USD,47-60 days,false
32607072744,BS,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,BS,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BT,China Post Registered Air Mail,4.00 USD,26-36 days,true
32607072744,BT,Singapore Post,4.23 USD,29-52 days,true
32607072744,BT,AliExpress Standard Shipping,4.74 USD,27-34 days,true
32607072744,BT,DHL,49.73 USD,10 days,true
32607072744,BT,UPS Expedited,80.67 USD,15-23 days,true
32607072744,KH,China Post Registered Air Mail,3.25 USD,28-42 days,true
32607072744,KH,Singapore Post,3.74 USD,25-44 days,true
32607072744,KH,AliExpress Standard Shipping,4.23 USD,24-36 days,true
32607072744,KH,DHL,14.62 USD,10 days,true
32607072744,KH,UPS Expedited,80.67 USD,15-23 days,true
32607072744,BZ,China Post Registered Air Mail,4.00 USD,42-60 days,false
32607072744,BZ,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,BZ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BF,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,BF,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BA,China Post Registered Air Mail,3.99 USD,31-51 days,false
32607072744,BA,AliExpress Standard Shipping,4.98 USD,39-60 days,false
32607072744,BA,DHL,63.94 USD,10 days,true
32607072744,BA,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BN,China Post Registered Air Mail,2.98 USD,37-52 days,false
32607072744,BN,Singapore Post,3.73 USD,35-52 days,false
32607072744,BN,AliExpress Standard Shipping,4.22 USD,33-43 days,false
32607072744,BN,DHL,14.62 USD,10 days,true
32607072744,BN,UPS Expedited,53.31 USD,15-23 days,true
32607072744,BY,China Post Registered Air Mail,3.13 USD,31-49 days,true
32607072744,BY,Singapore Post,4.13 USD,36-60 days,true
32607072744,BY,AliExpress Standard Shipping,5.41 USD,31-46 days,true
32607072744,BY,Seller's Shipping Method,11.04 USD,37-57 days,false
32607072744,BY,DHL,63.94 USD,10 days,true
32607072744,BY,UPS Expedited,138.96 USD,15-23 days,true
32607072744,AZ,Singapore Post,4.52 USD,32-52 days,false
32607072744,AZ,AliExpress Standard Shipping,5.02 USD,28-44 days,false
32607072744,AZ,DHL,63.94 USD,10 days,true
32607072744,AZ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BD,China Post Registered Air Mail,4.00 USD,28-46 days,false
32607072744,BD,Singapore Post,4.23 USD,33-50 days,false
32607072744,BD,AliExpress Standard Shipping,4.74 USD,28-48 days,false
32607072744,BD,DHL,49.73 USD,10 days,true
32607072744,BD,UPS Expedited,80.67 USD,15-23 days,true
32607072744,BB,China Post Registered Air Mail,4.08 USD,41-60 days,true
32607072744,BB,AliExpress Standard Shipping,5.18 USD,49-60 days,true
32607072744,BB,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BV,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,IO,AliExpress Standard Shipping,4.98 USD,28-48 days,true
32607072744,CV,AliExpress Standard Shipping,5.18 USD,35-49 days,false
32607072744,CV,UPS Expedited,138.96 USD,15-23 days,true
32607072744,CF,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,CF,UPS Expedited,138.96 USD,15-23 days,true
32607072744,CM,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,CM,DHL,63.94 USD,10 days,true
32607072744,CM,UPS Expedited,138.96 USD,15-23 days,true
32607072744,KY,China Post Registered Air Mail,4.13 USD,43-60 days,false
32607072744,KY,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,KY,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BJ,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,BJ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BO,AliExpress Standard Shipping,5.18 USD,44-60 days,false
32607072744,BO,UPS Expedited,138.96 USD,15-23 days,true
32607072744,BH,China Post Registered Air Mail,4.09 USD,32-48 days,false
32607072744,BH,Singapore Post,4.15 USD,31-50 days,false
32607072744,BH,AliExpress Standard Shipping,4.65 USD,28-45 days,false
32607072744,BH,DHL,42.59 USD,10 days,true
32607072744,BH,UPS Expedited,80.67 USD,21-23 days,true
32607072744,CX,Singapore Post,4.11 USD,28-48 days,true
32607072744,CX,AliExpress Standard Shipping,4.61 USD,28-48 days,true
32607072744,CK,Singapore Post,4.23 USD,28-48 days,false
32607072744,CK,AliExpress Standard Shipping,4.81 USD,28-48 days,false
32607072744,CK,UPS Expedited,65.03 USD,15-23 days,true
32607072744,GF,China Post Registered Air Mail,4.00 USD,36-57 days,true
32607072744,GF,AliExpress Standard Shipping,5.18 USD,33-50 days,true
32607072744,GF,UPS Expedited,138.96 USD,15-23 days,true
32607072744,DJ,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,DJ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,CI,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,CI,UPS Expedited,138.96 USD,15-23 days,true
32607072744,CU,China Post Registered Air Mail,4.00 USD,28-48 days,true
32607072744,CU,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,CY,China Post Registered Air Mail,4.03 USD,32-51 days,true
32607072744,CY,Singapore Post,4.47 USD,32-55 days,true
32607072744,CY,AliExpress Standard Shipping,4.98 USD,28-44 days,true
32607072744,CY,DHL,17.77 USD,10 days,true
32607072744,CY,UPS Expedited,138.96 USD,15-23 days,true
32607072744,CR,China Post Registered Air Mail,4.00 USD,49-60 days,false
32607072744,CR,AliExpress Standard Shipping,5.18 USD,53-60 days,false
32607072744,CR,UPS Expedited,138.96 USD,15-23 days,true
32607072744,CW,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,EC,China Post Registered Air Mail,4.00 USD,55-60 days,false
32607072744,EC,AliExpress Standard Shipping,5.18 USD,57-60 days,false
32607072744,EC,UPS Expedited,138.96 USD,15-23 days,true
32607072744,FK,China Post Registered Air Mail,4.13 USD,28-48 days,false
32607072744,FK,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,CC,China Post Registered Air Mail,3.60 USD,28-48 days,true
32607072744,CC,Singapore Post,4.11 USD,28-48 days,true
32607072744,CC,AliExpress Standard Shipping,4.61 USD,28-48 days,true
32607072744,EE,China Post Registered Air Mail,3.39 USD,34-49 days,true
32607072744,EE,Singapore Post,4.43 USD,28-50 days,true
32607072744,EE,AliExpress Standard Shipping,4.77 USD,23-31 days,true
32607072744,EE,PostNL,5.13 USD,26-35 days,true
32607072744,EE,DHL,17.77 USD,10 days,true
32607072744,EE,UPS Expedited,138.96 USD,23 days,true
32607072744,FO,China Post Registered Air Mail,3.95 USD,35-60 days,false
32607072744,FO,Singapore Post,4.47 USD,33-60 days,false
32607072744,FO,AliExpress Standard Shipping,4.98 USD,29-50 days,false
32607072744,FO,PostNL,7.87 USD,32-51 days,false
32607072744,FO,DHL,63.94 USD,10 days,true
32607072744,FO,UPS Expedited,80.67 USD,15-23 days,true
32607072744,CO,China Post Registered Air Mail,4.00 USD,38-51 days,true
32607072744,CO,AliExpress Standard Shipping,5.18 USD,31-43 days,true
32607072744,CO,UPS Expedited,80.67 USD,22-23 days,true
32607072744,DO,China Post Registered Air Mail,4.13 USD,57-60 days,false
32607072744,DO,AliExpress Standard Shipping,5.18 USD,51-60 days,false
32607072744,DO,UPS Expedited,138.96 USD,15-23 days,true
32607072744,FJ,Singapore Post,4.23 USD,33-49 days,true
32607072744,FJ,AliExpress Standard Shipping,4.74 USD,31-53 days,true
32607072744,FJ,UPS Expedited,65.03 USD,15-23 days,true
32607072744,SV,China Post Registered Air Mail,4.00 USD,57-60 days,false
32607072744,SV,AliExpress Standard Shipping,5.18 USD,43-60 days,false
32607072744,SV,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GQ,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GQ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,HR,China Post Registered Air Mail,3.49 USD,24-36 days,true
32607072744,HR,Singapore Post,4.63 USD,28-48 days,true
32607072744,HR,AliExpress Standard Shipping,5.17 USD,22-30 days,true
32607072744,HR,DHL,33.32 USD,10 days,true
32607072744,HR,UPS Expedited,138.96 USD,15-23 days,true
32607072744,DM,China Post Registered Air Mail,4.13 USD,28-48 days,false
32607072744,DM,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,DM,UPS Expedited,138.96 USD,15-23 days,true
32607072744,KM,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,KM,UPS Expedited,138.96 USD,15-23 days,true
32607072744,ET,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,ET,UPS Expedited,80.67 USD,15-23 days,true
32607072744,CG,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,CG,UPS Expedited,138.96 USD,15-23 days,true
32607072744,EG,PostNL,4.46 USD,51-60 days,false
32607072744,EG,AliExpress Standard Shipping,5.18 USD,44-60 days,false
32607072744,EG,DHL,42.59 USD,10 days,true
32607072744,EG,UPS Expedited,80.67 USD,15-23 days,true
32607072744,ER,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,ER,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GY,China Post Registered Air Mail,4.00 USD,28-48 days,false
32607072744,GY,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GY,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GL,China Post Registered Air Mail,3.95 USD,36-60 days,false
32607072744,GL,AliExpress Standard Shipping,4.98 USD,28-48 days,false
32607072744,GL,PostNL,9.46 USD,28-48 days,false
32607072744,GL,UPS Expedited,80.67 USD,15-23 days,true
32607072744,GD,China Post Registered Air Mail,4.00 USD,45-60 days,false
32607072744,GD,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GD,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GU,Singapore Post,4.23 USD,28-48 days,false
32607072744,GU,AliExpress Standard Shipping,4.74 USD,28-48 days,false
32607072744,GU,UPS Expedited,65.03 USD,15-23 days,true
32607072744,ID,Singapore Post,2.80 USD,32-50 days,true
32607072744,ID,AliExpress Standard Shipping,3.29 USD,28-43 days,true
32607072744,ID,DHL,21.37 USD,10 days,true
32607072744,ID,UPS Expedited,53.31 USD,15-23 days,true
32607072744,GM,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GM,UPS Expedited,138.96 USD,15-23 days,true
32607072744,HT,China Post Registered Air Mail,4.00 USD,28-48 days,false
32607072744,HT,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,HT,UPS Expedited,138.96 USD,15-23 days,true
32607072744,HM,Singapore Post,4.11 USD,15-60 days,false
32607072744,HM,AliExpress Standard Shipping,4.61 USD,28-48 days,true
32607072744,GW,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GW,UPS Expedited,138.96 USD,15-23 days,true
32607072744,IS,China Post Registered Air Mail,4.13 USD,30-46 days,true
32607072744,IS,Singapore Post,4.47 USD,35-53 days,true
32607072744,IS,PostNL,4.92 USD,31-44 days,true
32607072744,IS,AliExpress Standard Shipping,4.98 USD,33-48 days,true
32607072744,IS,DHL,33.32 USD,10 days,true
32607072744,IS,UPS Expedited,80.67 USD,23-36 days,true
32607072744,GI,China Post Registered Air Mail,3.95 USD,36-59 days,true
32607072744,GI,Singapore Post,4.47 USD,28-48 days,true
32607072744,GI,AliExpress Standard Shipping,4.98 USD,28-48 days,true
32607072744,GI,DHL,29.61 USD,10 days,true
32607072744,GI,UPS Expedited,80.67 USD,15-23 days,true
32607072744,GN,Singapore Post,4.65 USD,28-48 days,false
32607072744,GN,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GN,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GE,China Post Registered Air Mail,4.00 USD,40-60 days,true
32607072744,GE,Singapore Post,4.43 USD,40-59 days,true
32607072744,GE,AliExpress Standard Shipping,4.77 USD,32-47 days,true
32607072744,GE,DHL,63.94 USD,10 days,true
32607072744,GE,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GR,China Post Registered Air Mail,4.29 USD,30-46 days,true
32607072744,GR,PostNL,4.84 USD,32-43 days,true
32607072744,GR,Singapore Post,4.87 USD,31-50 days,true
32607072744,GR,AliExpress Standard Shipping,5.35 USD,28-42 days,true
32607072744,GR,DHL,17.77 USD,10 days,true
32607072744,GR,UPS Expedited,80.67 USD,15-23 days,true
32607072744,GH,AliExpress Standard Shipping,5.18 USD,40-58 days,false
32607072744,GH,UPS Expedited,138.96 USD,15-23 days,true
32607072744,VA,China Post Registered Air Mail,4.00 USD,28-48 days,false
32607072744,VA,Singapore Post,4.47 USD,28-48 days,false
32607072744,VA,AliExpress Standard Shipping,4.98 USD,28-48 days,false
32607072744,VA,UPS Expedited,80.67 USD,15-23 days,true
32607072744,HK,AliExpress Standard Shipping,4.23 USD,23-33 days,true
32607072744,HK,Singapore Post,4.65 USD,25-45 days,true
32607072744,HK,DHL,16.78 USD,10 days,false
32607072744,HK,UPS Expedited,37.14 USD,15-23 days,true
32607072744,GA,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,GA,UPS Expedited,138.96 USD,15-23 days,true
32607072744,TF,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,HU,China Post Registered Air Mail,3.12 USD,28-39 days,true
32607072744,HU,PostNL,4.38 USD,27-38 days,true
32607072744,HU,Singapore Post,4.40 USD,30-53 days,true
32607072744,HU,AliExpress Standard Shipping,4.91 USD,27-35 days,true
32607072744,HU,DHL,17.77 USD,10 days,true
32607072744,HU,UPS Expedited,80.67 USD,21-23 days,true
32607072744,PF,Singapore Post,4.23 USD,38-60 days,false
32607072744,PF,AliExpress Standard Shipping,4.74 USD,37-55 days,false
32607072744,PF,UPS Expedited,65.03 USD,15-23 days,true
32607072744,GP,China Post Registered Air Mail,4.13 USD,33-52 days,true
32607072744,GP,AliExpress Standard Shipping,5.18 USD,31-45 days,true
32607072744,GP,UPS Expedited,138.96 USD,15-23 days,true
32607072744,HN,China Post Registered Air Mail,4.00 USD,54-60 days,false
32607072744,HN,AliExpress Standard Shipping,5.18 USD,52-60 days,false
32607072744,HN,UPS Expedited,138.96 USD,15-23 days,true
32607072744,GT,China Post Registered Air Mail,4.00 USD,60-68 days,false
32607072744,GT,UPS Expedited,138.96 USD,15-23 days,true
32607072744,KI,Singapore Post,4.23 USD,28-48 days,false
32607072744,KI,AliExpress Standard Shipping,4.74 USD,28-48 days,false
32607072744,KI,UPS Expedited,65.03 USD,15-23 days,true
32607072744,KP,China Post Registered Air Mail,3.65 USD,28-48 days,true
32607072744,KP,Singapore Post,4.23 USD,28-48 days,true
32607072744,KP,AliExpress Standard Shipping,4.74 USD,28-48 days,true
32607072744,KP,DHL,63.94 USD,10 days,true
32607072744,IQ,Singapore Post,4.65 USD,48-60 days,false
32607072744,IQ,AliExpress Standard Shipping,5.18 USD,45-60 days,false
32607072744,IQ,DHL,63.94 USD,10 days,true
32607072744,IQ,UPS Expedited,80.67 USD,23 days,true
32607072744,IR,China Post Registered Air Mail,4.00 USD,28-48 days,true
32607072744,IR,Singapore Post,4.65 USD,28-48 days,true
32607072744,IR,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,IR,Seller's Shipping Method,20.00 USD,38-58 days,false
32607072744,IR,DHL,63.94 USD,10 days,true
32607072744,KP,China Post Registered Air Mail,3.65 USD,28-48 days,true
32607072744,KP,Singapore Post,4.23 USD,28-48 days,true
32607072744,KP,AliExpress Standard Shipping,4.74 USD,28-48 days,true
32607072744,KP,DHL,63.94 USD,10 days,true
32607072744,IR,China Post Registered Air Mail,4.00 USD,28-48 days,true
32607072744,IR,Singapore Post,4.65 USD,28-48 days,true
32607072744,IR,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,IR,Seller's Shipping Method,20.00 USD,38-58 days,false
32607072744,IR,DHL,63.94 USD,10 days,true
32607072744,MT,Singapore Post,4.47 USD,27-51 days,true
32607072744,MT,China Post Registered Air Mail,4.84 USD,24-36 days,true
32607072744,MT,AliExpress Standard Shipping,4.98 USD,22-31 days,true
32607072744,MT,DHL,17.77 USD,10 days,true
32607072744,MT,UPS Expedited,80.67 USD,15-23 days,true
32607072744,MR,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,MR,UPS Expedited,138.96 USD,15-23 days,true
32607072744,MM,China Post Registered Air Mail,3.65 USD,32-51 days,false
32607072744,MM,Singapore Post,4.23 USD,31-47 days,false
32607072744,MM,AliExpress Standard Shipping,4.74 USD,29-51 days,false
32607072744,MM,DHL,49.73 USD,10 days,true
32607072744,MW,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,MW,UPS Expedited,138.96 USD,15-23 days,true
32607072744,MV,China Post Registered Air Mail,3.80 USD,32-47 days,true
32607072744,MV,Singapore Post,4.03 USD,31-48 days,true
32607072744,MV,AliExpress Standard Shipping,4.53 USD,29-44 days,true
32607072744,MV,DHL,49.73 USD,10 days,true
32607072744,MV,UPS Expedited,65.03 USD,19-23 days,true
32607072744,MU,AliExpress Standard Shipping,5.18 USD,31-48 days,true
32607072744,MU,UPS Expedited,80.67 USD,15-23 days,true
32607072744,MC,China Post Registered Air Mail,4.00 USD,31-60 days,true
32607072744,MC,Singapore Post,4.47 USD,28-48 days,true
32607072744,MC,AliExpress Standard Shipping,4.98 USD,28-48 days,true
32607072744,MC,DHL,33.32 USD,10 days,false
32607072744,MC,UPS Expedited,80.67 USD,15-23 days,true
32607072744,MZ,AliExpress Standard Shipping,5.18 USD,50-60 days,false
32607072744,MZ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,YT,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,YT,UPS Expedited,138.96 USD,15-23 days,true
32607072744,NR,Singapore Post,4.23 USD,28-48 days,true
32607072744,NR,AliExpress Standard Shipping,4.74 USD,28-48 days,true
32607072744,MD,China Post Registered Air Mail,4.00 USD,37-60 days,true
32607072744,MD,Singapore Post,4.65 USD,38-60 days,true
32607072744,MD,AliExpress Standard Shipping,5.18 USD,33-49 days,true
32607072744,MD,DHL,63.94 USD,10 days,true
32607072744,MD,UPS Expedited,138.96 USD,15-23 days,true
32607072744,LS,AliExpress Standard Shipping,5.18 USD,28-48 days,true
32607072744,LS,UPS Expedited,138.96 USD,15-23 days,true
32607072744,MO,Singapore Post,4.65 USD,28-48 days,true
32607072744,MO,AliExpress Standard Shipping,4.74 USD,28-48 days,true
32607072744,MO,DHL,16.78 USD,10 days,true
32607072744,MO,UPS Expedited,37.14 USD,15-23 days,true
32607072744,MQ,China Post Registered Air Mail,4.13 USD,31-51 days,true
32607072744,MQ,AliExpress Standard Shipping,5.18 USD,29-42 days,true
32607072744,MQ,UPS Expedited,138.96 USD,15-23 days,true
32607072744,NC,Singapore Post,4.23 USD,37-57 days,true
32607072744,NC,AliExpress Standard Shipping,4.74 USD,37-55 days,true
32607072744,NC,UPS Expedited,65.03 USD,15-23 days,true
32607072744,KW,China Post Registered Air Mail,4.00 USD,39-60 days,false
32607072744,KW,Singapore Post,4.15 USD,39-60 days,false
32607072744,KW,PostNL,4.46 USD,42-58 days,false
32607072744,KW,AliExpress Standard Shipping,4.65 USD,36-55 days,false
32607072744,KW,DHL,42.59 USD,10 days,true
32607072744,KW,UPS Expedited,80.67 USD,23-34 days,true
32607072744,LV,China Post Registered Air Mail,3.29 USD,40-56 days,true
32607072744,LV,PostNL,4.28 USD,26-35 days,true
32607072744,LV,Singapore Post,4.31 USD,42-59 days,true
32607072744,LV,AliExpress Standard Shipping,4.64 USD,25-35 days,true
32607072744,LV,DHL,17.77 USD,10 days,true
32607072744,LV,UPS Expedited,138.96 USD,15-23 days,true
32607072744,MG,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,MG,UPS Expedited,138.96 USD,15-23 days,true
32607072744,MN,China Post Registered Air Mail,3.65 USD,25-40 days,true
32607072744,MN,Singapore Post,4.23 USD,40-60 days,true
32607072744,MN,AliExpress Standard Shipping,4.74 USD,33-54 days,true
32607072744,MN,UPS Expedited,53.31 USD,15-23 days,true
32607072744,MN,DHL,63.94 USD,10 days,true
32607072744,MH,Singapore Post,4.23 USD,28-48 days,false
32607072744,MH,AliExpress Standard Shipping,4.74 USD,28-48 days,false
32607072744,MH,UPS Expedited,138.96 USD,15-23 days,true
32607072744,MS,China Post Registered Air Mail,4.13 USD,28-48 days,false
32607072744,MS,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,MS,DHL,63.94 USD,10 days,true
32607072744,MS,UPS Expedited,138.96 USD,15-23 days,true
32607072744,NP,China Post Registered Air Mail,3.65 USD,31-53 days,false
32607072744,NP,Singapore Post,4.23 USD,28-48 days,false
32607072744,NP,AliExpress Standard Shipping,4.74 USD,28-48 days,false
32607072744,NP,DHL,49.73 USD,10 days,true
32607072744,NP,UPS Expedited,80.67 USD,15-23 days,true
32607072744,LU,China Post Registered Air Mail,4.04 USD,29 days,true
32607072744,LU,Singapore Post,4.47 USD,23 days,true
32607072744,LU,AliExpress Standard Shipping,4.98 USD,25 days,true
32607072744,LU,PostNL,5.79 USD,26 days,true
32607072744,LU,DHL,17.77 USD,10 days,true
32607072744,LU,UPS Expedited,80.67 USD,15-23 days,true
32607072744,LB,China Post Registered Air Mail,3.73 USD,45-60 days,true
32607072744,LB,Singapore Post,4.34 USD,50-60 days,true
32607072744,LB,AliExpress Standard Shipping,4.94 USD,44-60 days,true
32607072744,LB,DHL,63.94 USD,10 days,true
32607072744,LB,UPS Expedited,80.67 USD,20-23 days,true
32607072744,MY,China Post Registered Air Mail,3.02 USD,30-46 days,true
32607072744,MY,Singapore Post,3.52 USD,30-53 days,true
32607072744,MY,AliExpress Standard Shipping,4.05 USD,26-38 days,true
32607072744,MY,DHL,14.62 USD,10 days,true
32607072744,MY,UPS Expedited,53.31 USD,18-23 days,true
32607072744,NA,AliExpress Standard Shipping,5.18 USD,50-60 days,false
32607072744,NA,UPS Expedited,138.96 USD,15-23 days,true
32607072744,LI,China Post Registered Air Mail,4.00 USD,24-36 days,true
32607072744,LI,Singapore Post,4.47 USD,23-36 days,true
32607072744,LI,AliExpress Standard Shipping,4.98 USD,23-31 days,true
32607072744,LI,DHL,33.32 USD,10 days,true
32607072744,LI,UPS Expedited,80.67 USD,15-23 days,true
32607072744,LT,China Post Registered Air Mail,4.00 USD,42-60 days,true
32607072744,LT,PostNL,4.28 USD,28-38 days,true
32607072744,LT,Singapore Post,4.38 USD,34-60 days,true
32607072744,LT,AliExpress Standard Shipping,4.72 USD,26-37 days,true
32607072744,LT,DHL,17.77 USD,10 days,true
32607072744,LT,UPS Expedited,138.96 USD,15-23 days,true
32607072744,ML,AliExpress Standard Shipping,5.18 USD,28-48 days,false
32607072744,ML,UPS Expedited,138.96 USD,15-23 days,true
32607072744,FM,Singapore Post,4.23 USD,28-48 days,false
32607072744,FM,AliExpress Standard Shipping,4.74 USD,28-48 days,false
32607072744,FM,UPS Expedited,65.03 USD,15-23 days,true
32607072744,KG,China Post Registered Air Mail,3.80 USD,43-60 days,false
